#_psys_name,psys_pictureurl,st_name,st_mass,st_radius,st_efftemp,st_pictureurl,pl_name,pl_mass,pl_radius,pl_semimajor,pl_ecc,pl_orbper,pl_pictureurl
Kepler-1147_System,http://bit.ly/2Iz4jPB,Kepler-1147,2.17E+30,793098,5941,http://bit.ly/336nzNZ,Kepler-1147_b,0,16657.636,0,0,10.62784997,http://bit.ly/2Q2PngD
NGC_2682_Sand_978_System,http://bit.ly/2Iz4jPB,NGC_2682_Sand_978,2.72E+30,0,4200,http://bit.ly/336nzNZ,NGC_2682_Sand_978_b,4.14E+27,0,0,0.16,511.21,http://bit.ly/2Q2PngD
Kepler-641_System,http://bit.ly/2Iz4jPB,Kepler-641,2.03E+30,786141,5713,http://bit.ly/336nzNZ,Kepler-641_b,0,11796.18,0,0,9.48961571,http://bit.ly/2Q2PngD
GJ_3634_System,http://bit.ly/2Iz4jPB,GJ_3634,8.95E+29,299151,0,http://bit.ly/336nzNZ,GJ_3634_b,4.93E+25,0,4293458.898,0.08,2.64561,http://bit.ly/2Q2PngD
Kepler-1606_System,http://bit.ly/2Iz4jPB,Kepler-1606,1.79E+30,598302,5422,http://bit.ly/336nzNZ,Kepler-1606_b,0,13226.02,0,0,196.435224,http://bit.ly/2Q2PngD
HD_190647_System,http://bit.ly/2Iz4jPB,HD_190647,2.13E+30,960066,5656,http://bit.ly/336nzNZ,HD_190647_b,3.77E+27,0,3.34E+08,0.224,1176.45,http://bit.ly/2Q2PngD
Kepler-1158_System,http://bit.ly/2Iz4jPB,Kepler-1158,2.80E+30,1356615,6203,http://bit.ly/336nzNZ,Kepler-1158_b,0,14941.828,0,0,13.5396293,http://bit.ly/2Q2PngD
Kepler-1169_System,http://bit.ly/2Iz4jPB,Kepler-1169,2.47E+30,855711,6191,http://bit.ly/336nzNZ,Kepler-1169_b,0,6005.328,0,0,6.11009134,http://bit.ly/2Q2PngD
Kepler-1617_System,http://bit.ly/2Iz4jPB,Kepler-1617,2.29E+30,848754,6167,http://bit.ly/336nzNZ,Kepler-1617_b,0,7649.644,0,0,27.4785572,http://bit.ly/2Q2PngD
Kepler-630_System,http://bit.ly/2Iz4jPB,Kepler-630,2.03E+30,723528,5829,http://bit.ly/336nzNZ,Kepler-630_b,0,20303.728,0,0,161.4743937,http://bit.ly/2Q2PngD
K2-22_System,http://bit.ly/2Iz4jPB,K2-22,1.19E+30,396549,3830,http://bit.ly/336nzNZ,K2-22_b,2.66E+27,15942.716,1316461.265,0,0.381078,http://bit.ly/2Q2PngD
Kepler-652_System,http://bit.ly/2Iz4jPB,Kepler-652,1.93E+30,612216,5490,http://bit.ly/336nzNZ,Kepler-652_b,0,15871.224,0,0,4.18200253,http://bit.ly/2Q2PngD
Kepler-905_System,http://bit.ly/2Iz4jPB,Kepler-905,1.89E+30,598302,5461,http://bit.ly/336nzNZ,Kepler-905_b,0,9007.992,0,0,5.08274652,http://bit.ly/2Q2PngD
K2-33_System,http://bit.ly/2Iz4jPB,K2-33,1.11E+30,730485,3540,http://bit.ly/336nzNZ,K2-33_b,7.02E+27,32171.4,0,0,5.424865,http://bit.ly/2Q2PngD
Kepler-1364_System,http://bit.ly/2Iz4jPB,Kepler-1364,2.96E+30,1245303,6805,http://bit.ly/336nzNZ,Kepler-1364_b,0,13726.464,0,0,13.32196237,http://bit.ly/2Q2PngD
Kepler-663_System,http://bit.ly/2Iz4jPB,Kepler-663,1.71E+30,570474,5264,http://bit.ly/336nzNZ,Kepler-663_b,0,16586.144,0,0,4.99678284,http://bit.ly/2Q2PngD
Kepler-1386_System,http://bit.ly/2Iz4jPB,Kepler-1386,2.03E+30,716571,5733,http://bit.ly/336nzNZ,Kepler-1386_b,0,7935.612,0,0,6.73972381,http://bit.ly/2Q2PngD
Kepler-1375_System,http://bit.ly/2Iz4jPB,Kepler-1375,2.92E+30,1238346,6704,http://bit.ly/336nzNZ,Kepler-1375_b,0,11081.26,0,0,3.3004192,http://bit.ly/2Q2PngD
HD_120084_System,http://bit.ly/2Iz4jPB,HD_120084,4.75E+30,6344784,4892,http://bit.ly/336nzNZ,HD_120084_b,8.54E+27,0,6.43E+08,0.66,2082,http://bit.ly/2Q2PngD
Kepler-1397_System,http://bit.ly/2Iz4jPB,Kepler-1397,2.17E+30,779184,6026,http://bit.ly/336nzNZ,Kepler-1397_b,0,10938.276,0,0,47.449955,http://bit.ly/2Q2PngD
CoRoT-12_System,http://bit.ly/2Iz4jPB,CoRoT-12,2.15E+30,779184,5675,http://bit.ly/336nzNZ,CoRoT-12_b,1.74E+27,102948.48,6007850.499,0.07,2.828042,http://bit.ly/2Q2PngD
Kepler-256_System,http://bit.ly/2Iz4jPB,Kepler-256,0,904410,5551,http://bit.ly/336nzNZ,Kepler-256_b,0,10151.864,4039142.517,0,1.620493,http://bit.ly/2Q2PngD
Kepler-256_System,http://bit.ly/2Iz4jPB,Kepler-256,0,904410,5551,http://bit.ly/336nzNZ,Kepler-256_c,0,13726.464,6731904.195,0,3.38802,http://bit.ly/2Q2PngD
Kepler-256_System,http://bit.ly/2Iz4jPB,Kepler-256,0,904410,5551,http://bit.ly/336nzNZ,Kepler-256_d,0,15799.732,9574263.744,0,5.839172,http://bit.ly/2Q2PngD
Kepler-256_System,http://bit.ly/2Iz4jPB,Kepler-256,0,904410,5551,http://bit.ly/336nzNZ,Kepler-256_e,0,15013.32,1.44E+07,0,10.681572,http://bit.ly/2Q2PngD
Kepler-1639_System,http://bit.ly/2Iz4jPB,Kepler-1639,2.23E+30,820926,6150,http://bit.ly/336nzNZ,Kepler-1639_b,0,16443.16,0,0,9.878482,http://bit.ly/2Q2PngD
HD_148156_System,http://bit.ly/2Iz4jPB,HD_148156,2.43E+30,841797,6308,http://bit.ly/336nzNZ,HD_148156_b,1.61E+27,0,3.67E+08,0.52,1027,http://bit.ly/2Q2PngD
KELT-9_System,http://bit.ly/2Iz4jPB,KELT-9,5.01E+30,1641852,10170,http://bit.ly/336nzNZ,KELT-9_b,5.47E+27,135191.372,5179078.294,0,1.4811235,http://bit.ly/2Q2PngD
Kepler-1136_System,http://bit.ly/2Iz4jPB,Kepler-1136,1.43E+30,473076,4512,http://bit.ly/336nzNZ,Kepler-1136_b,0,10437.832,0,0,2.36172433,http://bit.ly/2Q2PngD
Kepler-122_System,http://bit.ly/2Iz4jPB,Kepler-122,0,848754,6050,http://bit.ly/336nzNZ,Kepler-122_b,0,14941.828,9574263.744,0,5.766193,http://bit.ly/2Q2PngD
Kepler-122_System,http://bit.ly/2Iz4jPB,Kepler-122,0,848754,6050,http://bit.ly/336nzNZ,Kepler-122_c,0,37461.808,1.62E+07,0,12.465988,http://bit.ly/2Q2PngD
Kepler-122_System,http://bit.ly/2Iz4jPB,Kepler-122,0,848754,6050,http://bit.ly/336nzNZ,Kepler-122_d,0,14012.432,2.32E+07,0,21.587475,http://bit.ly/2Q2PngD
Kepler-122_System,http://bit.ly/2Iz4jPB,Kepler-122,0,848754,6050,http://bit.ly/336nzNZ,Kepler-122_e,0,16586.144,3.40E+07,0,37.993273,http://bit.ly/2Q2PngD
Kepler-122_System,http://bit.ly/2Iz4jPB,Kepler-122,0,848754,6050,http://bit.ly/336nzNZ,Kepler-122_f,2.14E+26,11152.752,0,0,56.268,http://bit.ly/2Q2PngD
Kepler-891_System,http://bit.ly/2Iz4jPB,Kepler-891,2.11E+30,744399,5887,http://bit.ly/336nzNZ,Kepler-891_b,0,40893.424,0,0,53.44945593,http://bit.ly/2Q2PngD
Kepler-44_System,http://bit.ly/2Iz4jPB,Kepler-44,2.23E+30,939195,5800,http://bit.ly/336nzNZ,Kepler-44_b,1.90E+27,77926.28,6672065.047,0.066,3.2467293,http://bit.ly/2Q2PngD
K2-122_System,http://bit.ly/2Iz4jPB,K2-122,1.23E+30,417420,4027,http://bit.ly/336nzNZ,K2-122_b,0,7721.136,4263539.324,0,2.219282,http://bit.ly/2Q2PngD
Kepler-1002_System,http://bit.ly/2Iz4jPB,Kepler-1002,2.43E+30,1092249,6144,http://bit.ly/336nzNZ,Kepler-1002_b,0,10938.276,0,0,4.33642933,http://bit.ly/2Q2PngD
Kepler-1040_System,http://bit.ly/2Iz4jPB,Kepler-1040,1.95E+30,667872,5694,http://bit.ly/336nzNZ,Kepler-1040_b,0,13297.512,0,0,201.1214,http://bit.ly/2Q2PngD
Kepler-1315_System,http://bit.ly/2Iz4jPB,Kepler-1315,1.59E+30,521775,4861,http://bit.ly/336nzNZ,Kepler-1315_b,0,8793.516,0,0,0.84338011,http://bit.ly/2Q2PngD
rho_CrB_System,http://bit.ly/2Iz4jPB,rho_CrB,1.77E+30,946152,5627,http://bit.ly/336nzNZ,rho_CrB_b,1.98E+27,0,3.29E+07,0.0373,39.8458,http://bit.ly/2Q2PngD
rho_CrB_System,http://bit.ly/2Iz4jPB,rho_CrB,1.77E+30,946152,5627,http://bit.ly/336nzNZ,rho_CrB_c,1.49E+26,0,6.17E+07,0.052,102.54,http://bit.ly/2Q2PngD
GJ_3779_System,http://bit.ly/2Iz4jPB,GJ_3779,5.37E+29,194796,3324,http://bit.ly/336nzNZ,GJ_3779_b,4.78E+25,0,3889544.646,0.07,3.0232,http://bit.ly/2Q2PngD
Kepler-943_System,http://bit.ly/2Iz4jPB,Kepler-943,1.85E+30,633087,5612,http://bit.ly/336nzNZ,Kepler-943_b,0,37819.268,0,0,49.7701438,http://bit.ly/2Q2PngD
WASP-192_System,http://bit.ly/2Iz4jPB,WASP-192,2.17E+30,918324,5910,http://bit.ly/336nzNZ,WASP-192_b,4.37E+27,87935.16,6103593.137,0,2.8786765,http://bit.ly/2Q2PngD
Kepler-77_System,http://bit.ly/2Iz4jPB,Kepler-77,1.89E+30,688743,5520,http://bit.ly/336nzNZ,Kepler-77_b,8.16E+26,68632.32,6733400.174,0,3.57878087,http://bit.ly/2Q2PngD
Kepler-954_System,http://bit.ly/2Iz4jPB,Kepler-954,1.63E+30,528732,4990,http://bit.ly/336nzNZ,Kepler-954_b,0,14798.844,0,0,16.78176602,http://bit.ly/2Q2PngD
WASP-98_System,http://bit.ly/2Iz4jPB,WASP-98,1.61E+30,514818,5473,http://bit.ly/336nzNZ,WASP-98_b,1.75E+27,81786.848,5627871.907,0,2.96264036,http://bit.ly/2Q2PngD
HD_175167_System,http://bit.ly/2Iz4jPB,HD_175167,2.72E+30,1217475,5635,http://bit.ly/336nzNZ,HD_175167_b,1.70E+28,0,3.59E+08,0.54,1290,http://bit.ly/2Q2PngD
Kepler-1073_System,http://bit.ly/2Iz4jPB,Kepler-1073,1.99E+30,695700,5792,http://bit.ly/336nzNZ,Kepler-1073_b,0,14655.86,0,0,8.67888593,http://bit.ly/2Q2PngD
Kepler-1073_System,http://bit.ly/2Iz4jPB,Kepler-1073,1.99E+30,695700,5792,http://bit.ly/336nzNZ,Kepler-1073_c,0,10437.832,0,0,4.02582254,http://bit.ly/2Q2PngD
Kepler-218_System,http://bit.ly/2Iz4jPB,Kepler-218,0,737442,5502,http://bit.ly/336nzNZ,Kepler-218_b,0,9436.944,6881502.066,0,3.619337,http://bit.ly/2Q2PngD
Kepler-218_System,http://bit.ly/2Iz4jPB,Kepler-218,0,737442,5502,http://bit.ly/336nzNZ,Kepler-218_c,0,20017.76,3.71E+07,0,44.699576,http://bit.ly/2Q2PngD
Kepler-218_System,http://bit.ly/2Iz4jPB,Kepler-218,0,737442,5502,http://bit.ly/336nzNZ,Kepler-218_d,0,16943.604,0,0,124.5244647,http://bit.ly/2Q2PngD
Kepler-987_System,http://bit.ly/2Iz4jPB,Kepler-987,1.93E+30,633087,5637,http://bit.ly/336nzNZ,Kepler-987_b,0,20804.172,0,0,105.3033148,http://bit.ly/2Q2PngD
Kepler-245_System,http://bit.ly/2Iz4jPB,Kepler-245,0,556560,5100,http://bit.ly/336nzNZ,Kepler-245_b,0,16371.668,1.06E+07,0,7.49019,http://bit.ly/2Q2PngD
Kepler-245_System,http://bit.ly/2Iz4jPB,Kepler-245,0,556560,5100,http://bit.ly/336nzNZ,Kepler-245_c,0,13869.448,1.86E+07,0,17.460812,http://bit.ly/2Q2PngD
Kepler-245_System,http://bit.ly/2Iz4jPB,Kepler-245,0,556560,5100,http://bit.ly/336nzNZ,Kepler-245_d,0,19302.84,3.02E+07,0,36.277108,http://bit.ly/2Q2PngD
Kepler-245_System,http://bit.ly/2Iz4jPB,Kepler-245,0,556560,5100,http://bit.ly/336nzNZ,Kepler-245_e,0,11152.752,0,0,3.21982106,http://bit.ly/2Q2PngD
WASP-121_System,http://bit.ly/2Iz4jPB,WASP-121,2.69E+30,1015722,6459,http://bit.ly/336nzNZ,WASP-121_b,2.25E+27,133332.58,3805769.838,0,1.2749255,http://bit.ly/2Q2PngD
Kepler-1084_System,http://bit.ly/2Iz4jPB,Kepler-1084,2.23E+30,890496,6113,http://bit.ly/336nzNZ,Kepler-1084_b,0,7077.708,0,0,2.05333679,http://bit.ly/2Q2PngD
MASCARA-1_System,http://bit.ly/2Iz4jPB,MASCARA-1,3.42E+30,1460970,7554,http://bit.ly/336nzNZ,MASCARA-1_b,7.02E+27,107238,6432708.453,0,2.14878,http://bit.ly/2Q2PngD
HD_139357_System,http://bit.ly/2Iz4jPB,HD_139357,2.69E+30,7979679,4700,http://bit.ly/336nzNZ,HD_139357_b,1.85E+28,0,3.53E+08,0.1,1125.7,http://bit.ly/2Q2PngD
Kepler-509_System,http://bit.ly/2Iz4jPB,Kepler-509,2.19E+30,834840,6060,http://bit.ly/336nzNZ,Kepler-509_b,0,15871.224,0,0,41.74600392,http://bit.ly/2Q2PngD
KIC_9663113_System,http://bit.ly/2Iz4jPB,KIC_9663113,1.95E+30,716571,6065,http://bit.ly/336nzNZ,KIC_9663113_b,0,29311.72,0,0,572.3847,http://bit.ly/2Q2PngD
KIC_9663113_System,http://bit.ly/2Iz4jPB,KIC_9663113,1.95E+30,716571,6065,http://bit.ly/336nzNZ,Kepler-458_c,0,26809.5,0,0,20.74028413,http://bit.ly/2Q2PngD
USco1556_A_System,http://bit.ly/2Iz4jPB,USco1556_A,6.56E+29,0,3410,http://bit.ly/336nzNZ,USco1556_b,2.85E+28,0,5.24E+11,0,0,http://bit.ly/2Q2PngD
WASP-87_System,http://bit.ly/2Iz4jPB,WASP-87,2.39E+30,1133991,6450,http://bit.ly/336nzNZ,WASP-87_b,4.14E+27,99016.42,4407153.28,0,1.682795,http://bit.ly/2Q2PngD
Kepler-267_System,http://bit.ly/2Iz4jPB,Kepler-267,0,389592,4258,http://bit.ly/336nzNZ,Kepler-267_b,0,12654.084,5535121.227,0,3.353728,http://bit.ly/2Q2PngD
Kepler-267_System,http://bit.ly/2Iz4jPB,Kepler-267,0,389592,4258,http://bit.ly/336nzNZ,Kepler-267_c,0,13583.48,8975872.26,0,6.87745,http://bit.ly/2Q2PngD
Kepler-267_System,http://bit.ly/2Iz4jPB,Kepler-267,0,389592,4258,http://bit.ly/336nzNZ,Kepler-267_d,0,14512.876,2.30E+07,0,28.464515,http://bit.ly/2Q2PngD
Kepler-289_System,http://bit.ly/2Iz4jPB,Kepler-289,2.15E+30,695700,5990,http://bit.ly/336nzNZ,Kepler-289_b,4.37E+25,13726.464,3.14E+07,0,34.545,http://bit.ly/2Q2PngD
Kepler-289_System,http://bit.ly/2Iz4jPB,Kepler-289,2.15E+30,695700,5990,http://bit.ly/336nzNZ,Kepler-289_c,7.97E+26,73922.728,7.63E+07,0,125.8518,http://bit.ly/2Q2PngD
Kepler-289_System,http://bit.ly/2Iz4jPB,Kepler-289,2.15E+30,695700,5990,http://bit.ly/336nzNZ,Kepler-289_d,2.47E+25,17086.588,4.94E+07,0,66.0634,http://bit.ly/2Q2PngD
Kepler-1326_System,http://bit.ly/2Iz4jPB,Kepler-1326,2.88E+30,1210518,6725,http://bit.ly/336nzNZ,Kepler-1326_b,0,26666.516,0,0,42.3514267,http://bit.ly/2Q2PngD
OGLE-2017-BLG-1140L_System,http://bit.ly/2Iz4jPB,OGLE-2017-BLG-1140L,4.18E+29,0,0,http://bit.ly/336nzNZ,OGLE-2017-BLG-1140L_b,3.02E+27,0,1.53E+08,0,0,http://bit.ly/2Q2PngD
Kepler-33_System,http://bit.ly/2Iz4jPB,Kepler-33,2.57E+30,1266174,5904,http://bit.ly/336nzNZ,Kepler-33_b,0,11081.26,1.01E+07,0,5.66793,http://bit.ly/2Q2PngD
Kepler-33_System,http://bit.ly/2Iz4jPB,Kepler-33,2.57E+30,1266174,5904,http://bit.ly/336nzNZ,Kepler-33_c,0,20375.22,1.78E+07,0,13.17562,http://bit.ly/2Q2PngD
Kepler-33_System,http://bit.ly/2Iz4jPB,Kepler-33,2.57E+30,1266174,5904,http://bit.ly/336nzNZ,Kepler-33_d,0,34101.684,2.49E+07,0,21.77596,http://bit.ly/2Q2PngD
Kepler-33_System,http://bit.ly/2Iz4jPB,Kepler-33,2.57E+30,1266174,5904,http://bit.ly/336nzNZ,Kepler-33_e,0,25665.628,3.20E+07,0,31.7844,http://bit.ly/2Q2PngD
Kepler-33_System,http://bit.ly/2Iz4jPB,Kepler-33,2.57E+30,1266174,5904,http://bit.ly/336nzNZ,Kepler-33_f,0,28453.816,3.79E+07,0,41.02902,http://bit.ly/2Q2PngD
HD_147379_System,http://bit.ly/2Iz4jPB,HD_147379,1.19E+30,0,4156,http://bit.ly/336nzNZ,HD_147379_b,1.70E+26,0,4.83E+07,0.07,86.78,http://bit.ly/2Q2PngD
K2-171_System,http://bit.ly/2Iz4jPB,K2-171,1.77E+30,1196604,5250,http://bit.ly/336nzNZ,K2-171_b,0,17158.08,0,0,5.628466,http://bit.ly/2Q2PngD
Kepler-1449_System,http://bit.ly/2Iz4jPB,Kepler-1449,2.15E+30,765270,5979,http://bit.ly/336nzNZ,Kepler-1449_b,0,10723.8,0,0,13.2274528,http://bit.ly/2Q2PngD
Kepler-1438_System,http://bit.ly/2Iz4jPB,Kepler-1438,1.93E+30,667872,5530,http://bit.ly/336nzNZ,Kepler-1438_b,0,6005.328,0,0,2.31942009,http://bit.ly/2Q2PngD
GJ_4276_System,http://bit.ly/2Iz4jPB,GJ_4276,8.15E+29,285237,3387,http://bit.ly/336nzNZ,GJ_4276_b,9.89E+25,0,1.23E+07,0.37,13.352,http://bit.ly/2Q2PngD
K2-160_System,http://bit.ly/2Iz4jPB,K2-160,1.95E+30,633087,5649,http://bit.ly/336nzNZ,K2-160_b,0,20303.728,0,0,3.705871,http://bit.ly/2Q2PngD
Qatar-7_System,http://bit.ly/2Iz4jPB,Qatar-7,2.80E+30,1085292,6387,http://bit.ly/336nzNZ,Qatar-7_b,3.57E+27,121536.4,5265845.059,0,2.032046,http://bit.ly/2Q2PngD
Kepler-690_System,http://bit.ly/2Iz4jPB,Kepler-690,2.21E+30,807012,5913,http://bit.ly/336nzNZ,Kepler-690_b,0,37962.252,0,0,7.74809437,http://bit.ly/2Q2PngD
K2-193_System,http://bit.ly/2Iz4jPB,K2-193,2.01E+30,681786,5817,http://bit.ly/336nzNZ,K2-193_b,0,25165.184,1.77E+07,0,14.786889,http://bit.ly/2Q2PngD
Kepler-820_System,http://bit.ly/2Iz4jPB,Kepler-820,2.45E+30,946152,6260,http://bit.ly/336nzNZ,Kepler-820_b,0,38820.156,0,0,127.8338098,http://bit.ly/2Q2PngD
HD_209458_System,http://bit.ly/2Iz4jPB,HD_209458,2.45E+30,827883,6091,http://bit.ly/336nzNZ,HD_209458_b,1.39E+27,99373.88,0,0,3.52474859,http://bit.ly/2Q2PngD
Kepler-831_System,http://bit.ly/2Iz4jPB,Kepler-831,1.97E+30,674829,5732,http://bit.ly/336nzNZ,Kepler-831_b,0,8078.596,0,0,5.62153941,http://bit.ly/2Q2PngD
K2-182_System,http://bit.ly/2Iz4jPB,K2-182,1.75E+30,556560,5165,http://bit.ly/336nzNZ,K2-182_b,0,17587.032,7913727.376,0,4.736837,http://bit.ly/2Q2PngD
Kepler-1196_System,http://bit.ly/2Iz4jPB,Kepler-1196,1.95E+30,674829,5756,http://bit.ly/336nzNZ,Kepler-1196_b,0,14226.908,0,0,66.1849031,http://bit.ly/2Q2PngD
BD+49_828_System,http://bit.ly/2Iz4jPB,BD+49_828,3.02E+30,5287320,4943,http://bit.ly/336nzNZ,BD+49_828_b,3.04E+27,0,6.28E+08,0.35,2590,http://bit.ly/2Q2PngD
VHS_J125601.92-125723.9_System,http://bit.ly/2Iz4jPB,VHS_J125601.92-125723.9,1.39E+29,0,2620,http://bit.ly/336nzNZ,VHS_J125601.92-125723.9_b,2.13E+28,0,1.53E+10,0,0,http://bit.ly/2Q2PngD
HD_164509_System,http://bit.ly/2Iz4jPB,HD_164509,2.23E+30,772227,5859,http://bit.ly/336nzNZ,HD_164509_b,8.41E+26,0,1.30E+08,0.238,280.17,http://bit.ly/2Q2PngD
HD_39091_System,http://bit.ly/2Iz4jPB,HD_39091,2.17E+30,765270,6037,http://bit.ly/336nzNZ,HD_39091_b,1.90E+28,0,4.64E+08,0.637,2093.07,http://bit.ly/2Q2PngD
HD_39091_System,http://bit.ly/2Iz4jPB,HD_39091,2.17E+30,765270,6037,http://bit.ly/336nzNZ,pi_Men_c,2.88E+25,13011.544,1.02E+07,0,6.2679,http://bit.ly/2Q2PngD
Kepler-1565_System,http://bit.ly/2Iz4jPB,Kepler-1565,1.51E+30,507861,4940,http://bit.ly/336nzNZ,Kepler-1565_b,0,7578.152,0,0,1.53818844,http://bit.ly/2Q2PngD
Kepler-558_System,http://bit.ly/2Iz4jPB,Kepler-558,1.69E+30,563517,5242,http://bit.ly/336nzNZ,Kepler-558_b,0,15084.812,0,0,29.00790538,http://bit.ly/2Q2PngD
Kepler-144_System,http://bit.ly/2Iz4jPB,Kepler-144,0,862668,6075,http://bit.ly/336nzNZ,Kepler-144_b,0,8507.548,9873459.486,0,5.885273,http://bit.ly/2Q2PngD
Kepler-144_System,http://bit.ly/2Iz4jPB,Kepler-144,0,862668,6075,http://bit.ly/336nzNZ,Kepler-144_c,0,8579.04,1.41E+07,0,10.104665,http://bit.ly/2Q2PngD
WASP-76_System,http://bit.ly/2Iz4jPB,WASP-76,2.90E+30,1203561,6250,http://bit.ly/336nzNZ,WASP-76_b,1.75E+27,130830.36,4936729.743,0,1.809886,http://bit.ly/2Q2PngD
Kepler-1337_System,http://bit.ly/2Iz4jPB,Kepler-1337,1.39E+30,466119,4523,http://bit.ly/336nzNZ,Kepler-1337_b,0,15370.78,0,0,24.4002549,http://bit.ly/2Q2PngD
Kepler-22_System,http://bit.ly/2Iz4jPB,Kepler-22,1.93E+30,681786,5518,http://bit.ly/336nzNZ,Kepler-22_b,2.14E+26,15156.304,1.27E+08,0,289.8623,http://bit.ly/2Q2PngD
Kepler-927_System,http://bit.ly/2Iz4jPB,Kepler-927,1.97E+30,688743,5743,http://bit.ly/336nzNZ,Kepler-927_b,0,10938.276,0,0,9.1149903,http://bit.ly/2Q2PngD
HD_179079_System,http://bit.ly/2Iz4jPB,HD_179079,2.27E+30,1133991,5646,http://bit.ly/336nzNZ,HD_179079_b,1.54E+26,0,1.82E+07,0.049,14.479,http://bit.ly/2Q2PngD
HD_142_System,http://bit.ly/2Iz4jPB,HD_142,2.45E+30,1022679,6245,http://bit.ly/336nzNZ,HD_142_b,2.37E+27,0,1.53E+08,0.17,349.7,http://bit.ly/2Q2PngD
HD_142_System,http://bit.ly/2Iz4jPB,HD_142,2.45E+30,1022679,6245,http://bit.ly/336nzNZ,HD_142_c,1.01E+28,0,1.02E+09,0.21,6005,http://bit.ly/2Q2PngD
Kepler-932_System,http://bit.ly/2Iz4jPB,Kepler-932,1.73E+30,584388,5331,http://bit.ly/336nzNZ,Kepler-932_b,0,8722.024,0,0,1.9214374,http://bit.ly/2Q2PngD
Kepler-1024_System,http://bit.ly/2Iz4jPB,Kepler-1024,1.61E+30,542646,5143,http://bit.ly/336nzNZ,Kepler-1024_b,0,24950.708,0,0,66.4162133,http://bit.ly/2Q2PngD
Kepler-1013_System,http://bit.ly/2Iz4jPB,Kepler-1013,1.61E+30,528732,4954,http://bit.ly/336nzNZ,Kepler-1013_b,0,13726.464,0,0,18.93054959,http://bit.ly/2Q2PngD
Kepler-775_System,http://bit.ly/2Iz4jPB,Kepler-775,1.83E+30,584388,5468,http://bit.ly/336nzNZ,Kepler-775_b,0,7578.152,0,0,0.97486893,http://bit.ly/2Q2PngD
Kepler-786_System,http://bit.ly/2Iz4jPB,Kepler-786,1.61E+30,514818,4838,http://bit.ly/336nzNZ,Kepler-786_b,0,15513.764,0,0,53.5293487,http://bit.ly/2Q2PngD
Kepler-372_System,http://bit.ly/2Iz4jPB,Kepler-372,0,793098,6509,http://bit.ly/336nzNZ,Kepler-372_b,0,8650.532,1.12E+07,0,6.849692,http://bit.ly/2Q2PngD
Kepler-372_System,http://bit.ly/2Iz4jPB,Kepler-372,0,793098,6509,http://bit.ly/336nzNZ,Kepler-372_c,0,13297.512,2.30E+07,0,20.053763,http://bit.ly/2Q2PngD
Kepler-372_System,http://bit.ly/2Iz4jPB,Kepler-372,0,793098,6509,http://bit.ly/336nzNZ,Kepler-372_d,0,10795.292,3.01E+07,0,30.092568,http://bit.ly/2Q2PngD
HD_285968_System,http://bit.ly/2Iz4jPB,HD_285968,8.95E+29,313065,3679,http://bit.ly/336nzNZ,HD_285968_b,4.93E+25,0,9873459.486,0,8.7836,http://bit.ly/2Q2PngD
Kepler-99_System,http://bit.ly/2Iz4jPB,Kepler-99,1.57E+30,507861,4782,http://bit.ly/336nzNZ,Kepler-99_b,3.61E+25,9436.944,0,0,4.60358,http://bit.ly/2Q2PngD
Kepler-361_System,http://bit.ly/2Iz4jPB,Kepler-361,0,932238,6169,http://bit.ly/336nzNZ,Kepler-361_b,0,9222.468,1.29E+07,0,8.486616,http://bit.ly/2Q2PngD
Kepler-361_System,http://bit.ly/2Iz4jPB,Kepler-361,0,932238,6169,http://bit.ly/336nzNZ,Kepler-361_c,0,16085.7,4.49E+07,0,55.188023,http://bit.ly/2Q2PngD
K2-223_System,http://bit.ly/2Iz4jPB,K2-223,2.11E+30,688743,5835,http://bit.ly/336nzNZ,K2-223_b,0,5647.868,1899892.962,0,0.50565,http://bit.ly/2Q2PngD
K2-223_System,http://bit.ly/2Iz4jPB,K2-223,2.11E+30,688743,5835,http://bit.ly/336nzNZ,K2-223_c,0,10008.88,8212923.118,0,4.56327,http://bit.ly/2Q2PngD
Kepler-229_System,http://bit.ly/2Iz4jPB,Kepler-229,0,507861,5120,http://bit.ly/336nzNZ,Kepler-229_b,0,14012.432,9275068.002,0,6.252972,http://bit.ly/2Q2PngD
Kepler-229_System,http://bit.ly/2Iz4jPB,Kepler-229,0,507861,5120,http://bit.ly/336nzNZ,Kepler-229_c,0,31384.988,1.75E+07,0,16.068638,http://bit.ly/2Q2PngD
Kepler-229_System,http://bit.ly/2Iz4jPB,Kepler-229,0,507861,5120,http://bit.ly/336nzNZ,Kepler-229_d,0,24521.756,3.29E+07,0,41.194912,http://bit.ly/2Q2PngD
Kepler-998_System,http://bit.ly/2Iz4jPB,Kepler-998,2.23E+30,820926,6058,http://bit.ly/336nzNZ,Kepler-998_b,0,14798.844,0,0,5.65377733,http://bit.ly/2Q2PngD
Kepler-547_System,http://bit.ly/2Iz4jPB,Kepler-547,1.55E+30,507861,4828,http://bit.ly/336nzNZ,Kepler-547_b,0,25522.644,0,0,6.01038429,http://bit.ly/2Q2PngD
K2-245_System,http://bit.ly/2Iz4jPB,K2-245,1.65E+30,869625,5793,http://bit.ly/336nzNZ,K2-245_b,0,27667.404,1.43E+07,0,11.89307,http://bit.ly/2Q2PngD
